id_cliente,nome_cliente,METODO_RECURSO,Total Requisições,4xx,2xx,5xx,Score
577,PULSO_CENTRAL,PUT / PIX - Gerenciamento de Cobranças,8956,1,8914,41,
578,ESFERA_BAIXO,PUT / Pix - QR Code,878,0,864,14,
578,ESFERA_BAIXO,GET / PIX - Gerenciamento de Cobranças,6137,1,6134,2,
579,ILHA_GLOBAL,PUT / PIX - Gerenciamento de Cobranças,57,13,44,0,
580,AURORA_ESTREITO,PATCH / PIX - Gerenciamento de Cobranças,55,55,0,0,
580,AURORA_ESTREITO,GET / PIX - Gerenciamento de Pix recebidos /pix,17522,17477,0,45,
580,AURORA_ESTREITO,PUT / PIX - Gerenciamento de Cobranças,55,0,55,0,
581,FONTE_LATERAL,GET / PIX - Gerenciamento de Pix recebidos /,2043,104,1935,4,
582,ATLAS_ANTIGO,PUT / Pix - QR Code,410,5,403,2,
582,ATLAS_ANTIGO,GET / PIX - Gerenciamento de Cobranças,229648,119,228610,919,0.0550902887449385
583,NIMBUS_CALMO,GET / PIX - Gerenciamento de Pix recebidos /pix,17386,17337,0,49,
583,NIMBUS_CALMO,PATCH / PIX - Gerenciamento de Cobranças,1966,1963,3,0,
583,NIMBUS_CALMO,PUT / PIX - Gerenciamento de Cobranças,1965,0,1963,2,
584,CUME_LARGO,GET / PIX - Gerenciamento de Pix recebidos /pix,4346,4340,0,6,
585,PATH_FRIO,GET / PIX - Gerenciamento de Pix recebidos /,25382,25302,12,68,
586,GRADE_SUTIL,GET / PIX - Gerenciamento de Pix recebidos /pix,4,0,4,0,
586,GRADE_SUTIL,PATCH / PIX - Gerenciamento de Cobranças,1577,1575,1,1,
586,GRADE_SUTIL,PUT / PIX - Gerenciamento de Cobranças,1575,0,1572,3,
587,GRID_MORTO,GET / PIX - Gerenciamento de Pix recebidos /,2998,2991,0,7,
587,GRID_MORTO,PUT / Pix - QR Code,1,1,0,0,
588,FLUXO_FINO,GET / PIX - Gerenciamento de Pix recebidos /pix,2457,2394,58,5,
588,FLUXO_FINO,GET / PIX - Gerenciamento de Cobranças,1086,0,1083,3,
588,FLUXO_FINO,PUT / PIX - Gerenciamento de Cobranças,859,0,853,6,
588,FLUXO_FINO,PATCH / PIX - Gerenciamento de Cobranças,571,0,570,1,
589,PLANO_VASTO,PATCH / PIX - Gerenciamento de Cobranças,231,0,117,114,
589,PLANO_VASTO,PUT / Pix - QR Code,1926,0,1898,28,
589,PLANO_VASTO,GET / PIX - Gerenciamento de Cobranças,155313,436,154547,330,0.2829362262266659
590,TRILHA_LEVE,GET / PIX - Gerenciamento de Cobranças,55009,1,55005,3,
590,TRILHA_LEVE,PATCH / PIX - Gerenciamento de Cobranças,69,0,67,2,
590,TRILHA_LEVE,PUT / PIX - Gerenciamento de Cobranças,948,0,945,3,
591,NODO_CLASSICO,PUT / Pix - QR Code,4,4,0,0,
592,NEXO_IMPAR,GET / PIX - Gerenciamento de Pix recebidos /pix,26126,26050,0,76,
592,NEXO_IMPAR,PATCH / PIX - Gerenciamento de Cobranças,23,23,0,0,
592,NEXO_IMPAR,PUT / PIX - Gerenciamento de Cobranças,23,23,0,0,
593,CORRENTE_PAR,PUT / PIX - Gerenciamento de Cobranças,9623,1,9610,12,
593,CORRENTE_PAR,PATCH / PIX - Gerenciamento de Cobranças,9912,9596,232,84,
593,CORRENTE_PAR,GET / PIX - Gerenciamento de Cobranças,1559,1555,4,0,
593,CORRENTE_PAR,GET / PIX - Gerenciamento de Pix recebidos /pix,24835,17621,7164,50,
594,SEMENTE_BAIXO,PUT / PIX - Gerenciamento de Cobranças,1044,0,1042,2,
594,SEMENTE_BAIXO,PUT / PIX - Gerenciamento de Devoluções,22,0,22,0,
594,SEMENTE_BAIXO,GET / PIX - Gerenciamento de Cobranças,72114,58408,13622,84,
595,FRAME_AZUL,PUT / PIX - Gerenciamento de Cobranças,23,0,23,0,
595,FRAME_AZUL,GET / PIX - Gerenciamento de Cobranças,218,0,218,0,
596,FLUXO_PRECISO,GET / PIX - Gerenciamento de Pix recebidos /,66183,64183,1638,362,
596,FLUXO_PRECISO,PUT / PIX - Gerenciamento de Cobranças,912,0,896,16,
597,OESTE_ABSTRATO,PATCH / PIX - Gerenciamento de Cobranças,28,28,0,0,
597,OESTE_ABSTRATO,GET / PIX - Gerenciamento de Pix recebidos /pix,21712,18956,2707,49,
597,OESTE_ABSTRATO,PUT / PIX - Gerenciamento de Cobranças,28,0,28,0,
598,NORTE_GAMA,PATCH / PIX - Gerenciamento de Cobranças,1464,1463,1,0,
598,NORTE_GAMA,GET / PIX - Gerenciamento de Pix recebidos /pix,17331,13205,4080,46,
598,NORTE_GAMA,PUT / PIX - Gerenciamento de Cobranças,1463,0,1460,3,
599,HORIZONTE_CLASSICO,PUT / PIX - Gerenciamento de Cobranças,2023,2021,0,2,
599,HORIZONTE_CLASSICO,GET / PIX - Gerenciamento de Pix recebidos /pix,18090,15389,2652,49,
599,HORIZONTE_CLASSICO,GET / PIX - Gerenciamento de Cobranças,398,398,0,0,
599,HORIZONTE_CLASSICO,PATCH / PIX - Gerenciamento de Cobranças,2034,2024,0,10,
600,PULSO_CLARO,PATCH / PIX - Gerenciamento de Cobranças,63,63,0,0,
600,PULSO_CLARO,PUT / PIX - Gerenciamento de Cobranças,63,63,0,0,
600,PULSO_CLARO,GET / PIX - Gerenciamento de Pix recebidos /pix,1091,1008,80,3,
601,ANEL_ESTAVEL,PATCH / PIX - Gerenciamento de Cobranças,87,0,84,3,
601,ANEL_ESTAVEL,GET / PIX - Gerenciamento de Cobranças,14243,0,14241,2,
601,ANEL_ESTAVEL,PUT / Pix - QR Code,1592,0,1581,11,
602,AREIA_NITIDO,PUT / PIX - Gerenciamento de Cobranças,388,388,0,0,
603,TRILHA_INFERIOR,PUT / Pix - QR Code,44,44,0,0,
604,CAMADA_DINAMICO,PUT / Pix - QR Code,191,2,189,0,
605,NEBULA_NEUTRO,PUT / Pix - QR Code,142,140,0,2,
606,SEMENTE_INTENSO,PUT / Pix - QR Code,7,0,7,0,
607,ORBITA_VIVO,PUT / PIX - Gerenciamento de Cobranças,7225,0,7198,27,
607,ORBITA_VIVO,GET / PIX - Gerenciamento de Cobranças,144502,5,144487,10,0.0055189165367757
607,ORBITA_VIVO,PATCH / PIX - Gerenciamento de Cobranças,1,0,1,0,
608,AREIA_LEVE,GET / PIX - Gerenciamento de Pix recebidos /pix,52775,51491,1150,134,
608,AREIA_LEVE,GET / PIX - Gerenciamento de Cobranças,73,73,0,0,
608,AREIA_LEVE,PUT / PIX - Gerenciamento de Cobranças,594,594,0,0,
608,AREIA_LEVE,PATCH / PIX - Gerenciamento de Cobranças,591,591,0,0,
609,CUME_ROBUSTO,GET / PIX - Gerenciamento de Cobranças,1636,1617,18,1,
609,CUME_ROBUSTO,PATCH / PIX - Gerenciamento de Cobranças,1185,1166,19,0,
609,CUME_ROBUSTO,GET / PIX - Gerenciamento de Pix recebidos /pix,5315,1913,3396,6,
609,CUME_ROBUSTO,PUT / PIX - Gerenciamento de Cobranças,1167,0,1167,0,
610,GELO_MORTO,GET / PIX - Gerenciamento de Pix recebidos /pix,216,0,215,1,
610,GELO_MORTO,GET / PIX - Gerenciamento de Cobranças,10,0,6,4,
610,GELO_MORTO,PUT / Pix - QR Code,4901,0,4852,49,
611,BASE_AZUL,GET / PIX - Gerenciamento de Cobranças,4,0,4,0,
611,BASE_AZUL,GET / PIX - Gerenciamento de Pix recebidos /pix,9,0,9,0,
611,BASE_AZUL,PATCH / PIX - Gerenciamento de Cobranças,2,0,2,0,
611,BASE_AZUL,PUT / Pix - QR Code,7,5,2,0,
612,PLANALTO_ESTREITO,PUT / Pix - QR Code,44,0,44,0,
613,NODO_MULTIPLO,PUT / Pix - QR Code,8,0,8,0,
613,NODO_MULTIPLO,GET / PIX - Gerenciamento de Cobranças,34652,16,34539,97,
614,MATRIX_COMPLEXO,PATCH / PIX - Gerenciamento de Cobranças,12,0,12,0,
614,MATRIX_COMPLEXO,PUT / PIX - Gerenciamento de Cobranças,226,0,226,0,
614,MATRIX_COMPLEXO,GET / PIX - Gerenciamento de Cobranças,416,0,416,0,
615,PEDRA_PAR,GET / PIX - Gerenciamento de Pix recebidos /,1558563,1553541,0,5022,99.69998535319692
616,TRILHA_AGIL,GET / PIX - Gerenciamento de Cobranças,9359,0,9355,4,
616,TRILHA_AGIL,PATCH / PIX - Gerenciamento de Cobranças,36,0,36,0,
616,TRILHA_AGIL,PUT / Pix - QR Code,736,0,732,4,
617,LINK_SIMPLES,PATCH / PIX - Gerenciamento de Cobranças,8,8,0,0,
617,LINK_SIMPLES,PUT / PIX - Gerenciamento de Cobranças,8,0,8,0,
617,LINK_SIMPLES,GET / PIX - Gerenciamento de Cobranças,4496,4493,0,3,
617,LINK_SIMPLES,GET / Pix - Consultar Pix,4500,0,4491,9,
618,PLANALTO_NEUTRO,PATCH / PIX - Gerenciamento de Cobranças,4766,4687,76,3,
618,PLANALTO_NEUTRO,PUT / PIX - Gerenciamento de Cobranças,4685,1,4684,0,
618,PLANALTO_NEUTRO,GET / PIX - Gerenciamento de Pix recebidos /pix,19041,9822,9173,46,
618,PLANALTO_NEUTRO,GET / PIX - Gerenciamento de Cobranças,29,29,0,0,
619,BASE_CONCRETO,PUT / PIX - Gerenciamento de Cobranças,2811,0,2805,6,
619,BASE_CONCRETO,PATCH / PIX - Gerenciamento de Cobranças,2855,2795,55,5,
619,BASE_CONCRETO,GET / Pix - Consultar Pix,1732,0,1732,0,
619,BASE_CONCRETO,GET / PIX - Gerenciamento de Cobranças,1740,1735,2,3,
620,STREAM_INFERIOR,PUT / PIX - Gerenciamento de Cobranças,7,0,7,0,
620,STREAM_INFERIOR,GET / PIX - Gerenciamento de Cobranças,342,0,342,0,
621,ROCHA_ROBUSTO,PUT / Pix - QR Code,89,0,89,0,
621,ROCHA_ROBUSTO,PATCH / PIX - Gerenciamento de Cobranças,16,0,16,0,
621,ROCHA_ROBUSTO,GET / PIX - Gerenciamento de Pix recebidos /pix,17511,9929,7534,48,
621,ROCHA_ROBUSTO,GET / PIX - Gerenciamento de Cobranças,16,0,16,0,
622,OESTE_FOSCO,GET / PIX - Gerenciamento de Pix recebidos /pix,26309,26264,0,45,
623,HORIZONTE_CENTRAL,PUT / PIX - Gerenciamento de Cobranças,11,0,11,0,
623,HORIZONTE_CENTRAL,GET / PIX - Gerenciamento de Pix recebidos /,327,17,310,0,
624,PONTE_CONTINUO,GET / PIX - Gerenciamento de Cobranças,2222,2175,43,4,
624,PONTE_CONTINUO,GET / Pix - Consultar Pix,2044,0,2043,1,
624,PONTE_CONTINUO,PATCH / PIX - Gerenciamento de Cobranças,1445,1324,116,5,
624,PONTE_CONTINUO,GET / PIX - Gerenciamento de Pix recebidos /pix,78623,50265,28179,179,
624,PONTE_CONTINUO,PUT / PIX - Gerenciamento de Cobranças,1328,0,1328,0,
625,DELTA2_SUPERIOR,PATCH / PIX - Gerenciamento de Cobranças,209,0,209,0,
625,DELTA2_SUPERIOR,GET / PIX - Gerenciamento de Cobranças,2895,0,2895,0,
625,DELTA2_SUPERIOR,PUT / Pix - QR Code,248,1,245,2,
626,PATH_SIMPLES,GET / PIX - Gerenciamento de Pix recebidos /pix,261754,244816,16195,743,93.53276799167853
627,ORIGEM_AMPL0,PATCH / PIX - Gerenciamento de Cobranças,1,0,1,0,
627,ORIGEM_AMPL0,PUT / PIX - Gerenciamento de Cobranças,1,0,1,0,
628,BLOCO_LATERAL,GET / PIX - Gerenciamento de Pix recebidos /pix,73743,5510,68092,141,
628,BLOCO_LATERAL,PATCH / PIX - Gerenciamento de Cobranças,12191,0,11924,267,
628,BLOCO_LATERAL,GET / PIX - Gerenciamento de Cobranças,8907,0,8894,13,
628,BLOCO_LATERAL,GET / Pix - Consultar Pix,3984,0,3982,2,
628,BLOCO_LATERAL,PUT / PIX - Gerenciamento de Cobranças,7933,0,7917,16,
629,POINT_NEUTRO,PATCH / PIX - Gerenciamento de Cobranças,9,9,0,0,
629,POINT_NEUTRO,GET / PIX - Gerenciamento de Pix recebidos /pix,17411,16372,995,44,
629,POINT_NEUTRO,PUT / PIX - Gerenciamento de Cobranças,9,9,0,0,
630,VALE_SECO,GET / PIX - Gerenciamento de Pix recebidos /pix,17416,11731,5640,45,
630,VALE_SECO,PUT / PIX - Gerenciamento de Cobranças,43,43,0,0,
630,VALE_SECO,PATCH / PIX - Gerenciamento de Cobranças,43,43,0,0,
631,NORTE_DIGITAL,GET / PIX - Gerenciamento de Cobranças,293,293,0,0,
631,NORTE_DIGITAL,PATCH / PIX - Gerenciamento de Cobranças,2447,2441,2,4,
631,NORTE_DIGITAL,GET / PIX - Gerenciamento de Pix recebidos /pix,17892,17305,543,44,
631,NORTE_DIGITAL,PUT / PIX - Gerenciamento de Cobranças,2439,0,2435,4,
632,PEDRA_CLASSICO,PUT / Pix - QR Code,10562,6,10485,71,
632,PEDRA_CLASSICO,GET / PIX - Gerenciamento de Cobranças,56816,8,56772,36,
633,FONTE_AGIL,PUT / Pix - QR Code,43,43,0,0,
634,MATRIX_NITIDO,GET / PIX - Gerenciamento de Pix recebidos /pix,193,14,179,0,
635,FRAME_MULTIPLO,GET / PIX - Gerenciamento de Pix recebidos /,1571459,1566680,0,4779,99.71827668371172
636,CORE_CONCRETO,GET / PIX - Gerenciamento de Cobranças,8803,45,8742,16,
636,CORE_CONCRETO,PUT / Pix - QR Code,3450,1,3444,5,
637,SEMENTE_CLASSICO,GET / PIX - Gerenciamento de Cobranças,14778,15,14703,60,
637,SEMENTE_CLASSICO,PUT / Pix - QR Code,7593,11,7503,79,
638,EIXO_REMOTO,GET / PIX - Gerenciamento de Pix recebidos /pix,274,106,168,0,
639,FIBRA_NITIDO,GET / PIX - Gerenciamento de Pix recebidos /,1073,129,942,2,
640,SUL_INTERNO,PUT / Pix - QR Code,3175,0,3164,11,
640,SUL_INTERNO,GET / PIX - Gerenciamento de Cobranças,5371,8,5344,19,
640,SUL_INTERNO,PATCH / PIX - Gerenciamento de Cobranças,549,0,546,3,
641,FIELD_RAPIDO,GET / PIX - Gerenciamento de Pix recebidos /pix,26165,26100,0,65,
642,PEDRA_FORTE,GET / PIX - Gerenciamento de Cobranças,1164,0,1164,0,
642,PEDRA_FORTE,PUT / Pix - QR Code,217,0,216,1,
643,ESFERA_SERENO,GET / PIX - Gerenciamento de Pix recebidos /pix,17527,17489,1,37,
643,ESFERA_SERENO,GET / PIX - Gerenciamento de Cobranças,24,24,0,0,
643,ESFERA_SERENO,GET / Pix - Consultar Pix,24,0,24,0,
643,ESFERA_SERENO,PATCH / PIX - Gerenciamento de Cobranças,41,41,0,0,
643,ESFERA_SERENO,PUT / PIX - Gerenciamento de Cobranças,41,0,41,0,
644,TOPO_MORTO,GET / PIX - Gerenciamento de Pix recebidos /,6188,419,5758,11,
644,TOPO_MORTO,PUT / Pix - QR Code,509,0,509,0,
645,NEXO_CONCRETO,PATCH / PIX - Gerenciamento de Cobranças,61,0,60,1,
645,NEXO_CONCRETO,GET / PIX - Gerenciamento de Cobranças,8095,0,8095,0,
645,NEXO_CONCRETO,PUT / PIX - Gerenciamento de Cobranças,491,0,455,36,
646,AURORA_LUNAR,PATCH / PIX - Gerenciamento de Cobranças,1,0,1,0,
646,AURORA_LUNAR,GET / PIX - Gerenciamento de Cobranças,1,0,1,0,
646,AURORA_LUNAR,PUT / PIX - Gerenciamento de Cobranças,1,0,1,0,
647,TRAMA_NEUTRO,GET / PIX - Gerenciamento de Cobranças,217,0,215,2,
647,TRAMA_NEUTRO,PUT / PIX - Gerenciamento de Cobranças,310,0,306,4,
648,VECTOR_DISCRETO,GET / PIX - Gerenciamento de Pix recebidos /,55008,54763,0,245,
649,ANEL_NEUTRO,GET / PIX - Gerenciamento de Pix recebidos /,8811,1600,7187,24,
649,ANEL_NEUTRO,GET / PIX - Gerenciamento de Pix recebidos /pix,2,1,1,0,
649,ANEL_NEUTRO,PUT / Pix - QR Code,488,11,474,3,
650,EDGE_LEVE,GET / PIX - Gerenciamento de Pix recebidos /pix,241128,218233,22126,769,90.50847837679234
651,CAMADA_CLARO,GET / PIX - Gerenciamento de Cobranças,6673,0,6669,4,
651,CAMADA_CLARO,PUT / Pix - QR Code,599,0,587,12,
651,CAMADA_CLARO,PATCH / PIX - Gerenciamento de Cobranças,158,7,151,0,
652,FAIXA_EXTERNO,PUT / Pix - QR Code,2,2,0,0,
653,SUL_SERENO,GET / PIX - Gerenciamento de Pix recebidos /,6212,135,6065,12,
653,SUL_SERENO,PUT / Pix - QR Code,836,0,830,6,
654,EDGE_DISCRETO,GET / PIX - Gerenciamento de Cobranças,21001,0,20989,12,
654,EDGE_DISCRETO,PUT / PIX - Gerenciamento de Cobranças,468,4,464,0,
655,ESFERA_RAPIDO,GET / PIX - Gerenciamento de Pix recebidos /,1572327,1567447,0,4880,99.71203333473692
656,COSMOS_ATIVO,GET / PIX - Gerenciamento de Pix recebidos /pix,52544,52391,0,153,
657,VECTOR_BRILHANTE,GET / PIX - Gerenciamento de Cobranças,208,208,0,0,
657,VECTOR_BRILHANTE,GET / PIX - Gerenciamento de Pix recebidos /pix,1507,1187,315,5,
657,VECTOR_BRILHANTE,PUT / PIX - Gerenciamento de Cobranças,919,919,0,0,
657,VECTOR_BRILHANTE,PATCH / PIX - Gerenciamento de Cobranças,923,923,0,0,
658,ECO_UNICO,PUT / PIX - Gerenciamento de Cobranças,307,0,300,7,
658,ECO_UNICO,GET / PIX - Gerenciamento de Cobranças,1790,0,1788,2,
659,VALE_VASTO,GET / PIX - Gerenciamento de Pix recebidos /pix,52568,52426,0,142,
660,NEXO_VASTO,GET / PIX - Gerenciamento de Cobranças,286,0,286,0,
660,NEXO_VASTO,PUT / PIX - Gerenciamento de Cobranças,51,0,51,0,
660,NEXO_VASTO,PATCH / PIX - Gerenciamento de Cobranças,21,0,21,0,
661,PICO_DENSO,GET / PIX - Gerenciamento de Pix recebidos /pix,17294,11734,5523,37,
661,PICO_DENSO,PATCH / PIX - Gerenciamento de Cobranças,534,534,0,0,
661,PICO_DENSO,PUT / PIX - Gerenciamento de Cobranças,533,0,533,0,
662,CORRENTE_FLUIDO,PUT / PIX - Gerenciamento de Cobranças,10,0,10,0,
662,CORRENTE_FLUIDO,GET / PIX - Gerenciamento de Cobranças,25,0,25,0,
663,BRISA_RARE,PUT / PIX - Gerenciamento de Cobranças,1,0,1,0,
663,BRISA_RARE,GET / PIX - Gerenciamento de Pix recebidos /pix,4,0,4,0,
663,BRISA_RARE,PATCH / PIX - Gerenciamento de Cobranças,1,1,0,0,
664,ILHA_DENSO,GET / PIX - Gerenciamento de Pix recebidos /,1545862,1541111,0,4751,99.7146876711652
665,ARCO_GLOBAL,GET / PIX - Gerenciamento de Pix recebidos /,1580773,1575781,0,4992,99.70672680829368
666,AREIA_DIGITAL,GET / PIX - Gerenciamento de Cobranças,192,0,192,0,
666,AREIA_DIGITAL,PUT / PIX - Gerenciamento de Cobranças,23,0,23,0,
667,AREIA_DENSO,GET / PIX - Gerenciamento de Pix recebidos /,620409,618439,0,1970,99.69130665862896
668,ILHA_AMPL0,GET / PIX - Gerenciamento de Cobranças,380,380,0,0,
668,ILHA_AMPL0,GET / Pix - Consultar Pix,328,0,328,0,
668,ILHA_AMPL0,PUT / PIX - Gerenciamento de Cobranças,148,0,147,1,
668,ILHA_AMPL0,PATCH / PIX - Gerenciamento de Cobranças,147,147,0,0,
668,ILHA_AMPL0,GET / PIX - Gerenciamento de Pix recebidos /pix,17500,16521,944,35,
669,PLANO_LINEAR,PUT / PIX - Gerenciamento de Cobranças,46,0,46,0,
669,PLANO_LINEAR,GET / PIX - Gerenciamento de Pix recebidos /pix,4368,3984,376,8,
669,PLANO_LINEAR,PATCH / PIX - Gerenciamento de Cobranças,47,46,1,0,
669,PLANO_LINEAR,GET / PIX - Gerenciamento de Cobranças,7,7,0,0,
670,EIXO_RAPIDO,PATCH / PIX - Gerenciamento de Cobranças,122,0,122,0,
670,EIXO_RAPIDO,PUT / PIX - Gerenciamento de Devoluções,27,0,23,4,
670,EIXO_RAPIDO,PUT / PIX - Gerenciamento de Cobranças,1278,5,1265,8,
670,EIXO_RAPIDO,GET / PIX - Gerenciamento de Cobranças,154528,327,154030,171,0.2138137348102166
671,SYSTEM_MODERNO,GET / PIX - Gerenciamento de Cobranças,8423,0,8377,46,
671,SYSTEM_MODERNO,PUT / PIX - Gerenciamento de Cobranças,3051,0,3042,9,
672,ESTRELA_VERDE,GET / PIX - Gerenciamento de Cobranças,17,17,0,0,
672,ESTRELA_VERDE,GET / PIX - Gerenciamento de Pix recebidos /pix,17536,16073,1427,36,
672,ESTRELA_VERDE,PUT / PIX - Gerenciamento de Cobranças,332,0,332,0,
672,ESTRELA_VERDE,PATCH / PIX - Gerenciamento de Cobranças,332,332,0,0,
673,SYSTEM_MOVEL,PUT / Pix - QR Code,3638,0,3637,1,
673,SYSTEM_MOVEL,GET / PIX - Gerenciamento de Pix recebidos /,2003,149,1852,2,
674,PEDRA_EXTERNO,PUT / Pix - QR Code,2481,0,2478,3,
675,CAMINHO_MORTO,PUT / Pix - QR Code,600,0,579,21,
675,CAMINHO_MORTO,GET / PIX - Gerenciamento de Cobranças,6561,6,6550,5,
676,ZONE_FIXO,GET / PIX - Gerenciamento de Cobranças,646,0,646,0,
676,ZONE_FIXO,PUT / Pix - QR Code,148,0,148,0,
677,SOMBRA_REMOTO,GET / PIX - Gerenciamento de Pix recebidos /pix,17501,16844,612,45,
678,NORTE_CONCRETO,PATCH / PIX - Gerenciamento de Cobranças,17,17,0,0,
678,NORTE_CONCRETO,PUT / PIX - Gerenciamento de Cobranças,17,17,0,0,
678,NORTE_CONCRETO,GET / PIX - Gerenciamento de Pix recebidos /pix,17311,17274,0,37,
679,FAIXA_SECO,PATCH / PIX - Gerenciamento de Cobranças,432,431,0,1,
679,FAIXA_SECO,GET / PIX - Gerenciamento de Cobranças,91880,1,91810,69,
679,FAIXA_SECO,PUT / Pix - QR Code,2213,3,2203,7,
680,TRAMA_LUNAR,PUT / Pix - QR Code,784,80,701,3,
681,FRAME_DOURADO,PUT / PIX - Gerenciamento de Cobranças,56,0,56,0,
681,FRAME_DOURADO,GET / PIX - Gerenciamento de Pix recebidos /pix,17320,16303,975,42,
681,FRAME_DOURADO,PATCH / PIX - Gerenciamento de Cobranças,56,56,0,0,
682,MAR_UNICO,PATCH / PIX - Gerenciamento de Cobranças,80,80,0,0,
683,CICLO_INTENSO,PUT / PIX - Gerenciamento de Cobranças,2502,0,2454,48,
683,CICLO_INTENSO,GET / PIX - Gerenciamento de Cobranças,31185,49,31085,51,
683,CICLO_INTENSO,PATCH / PIX - Gerenciamento de Cobranças,182,0,179,3,
684,PLANO_CALMO,PUT / PIX - Gerenciamento de Cobranças,27,27,0,0,
684,PLANO_CALMO,PATCH / PIX - Gerenciamento de Cobranças,27,27,0,0,
684,PLANO_CALMO,GET / PIX - Gerenciamento de Pix recebidos /pix,52585,51842,592,151,
685,VALE_VERDE,GET / PIX - Gerenciamento de Pix recebidos /,9323,2,9305,16,
685,VALE_VERDE,PUT / Pix - QR Code,74,0,71,3,
686,MATRIX_INTENSO,GET / PIX - Gerenciamento de Pix recebidos /,1564706,1559883,0,4823,99.7140559461687
687,GRID_ALTO,PUT / PIX - Gerenciamento de Cobranças,413,4,407,2,
687,GRID_ALTO,GET / PIX - Gerenciamento de Cobranças,2334,0,2334,0,
687,GRID_ALTO,PATCH / PIX - Gerenciamento de Cobranças,33,0,33,0,
688,NORTE_ALFA,GET / PIX - Gerenciamento de Pix recebidos /,1558039,1553322,0,4717,99.71944540852358
689,NIMBUS_LINEAR,GET / PIX - Gerenciamento de Pix recebidos /,65456,65032,79,345,
689,NIMBUS_LINEAR,PUT / PIX - Gerenciamento de Cobranças,4,0,4,0,
690,ESTRELA_NOVO,PATCH / PIX - Gerenciamento de Cobranças,1009,982,27,0,
690,ESTRELA_NOVO,GET / Pix - Consultar Pix,2013,0,2012,1,
690,ESTRELA_NOVO,PUT / PIX - Gerenciamento de Cobranças,983,0,981,2,
690,ESTRELA_NOVO,GET / PIX - Gerenciamento de Pix recebidos /pix,18258,11674,6537,47,
690,ESTRELA_NOVO,GET / PIX - Gerenciamento de Cobranças,2435,2421,13,1,
691,EDGE_FOSCO,PUT / Pix - QR Code,1377,0,1374,3,
691,EDGE_FOSCO,GET / PIX - Gerenciamento de Cobranças,7272,0,7272,0,
692,HORIZONTE_EXATO,PATCH / PIX - Gerenciamento de Cobranças,410,0,393,17,
692,HORIZONTE_EXATO,PUT / PIX - Gerenciamento de Devoluções,15,0,8,7,
692,HORIZONTE_EXATO,PUT / Pix - QR Code,274080,612,271211,2257,0.2271973569527066
692,HORIZONTE_EXATO,PUT / PIX - Gerenciamento de Cobranças,6470,0,6440,30,
692,HORIZONTE_EXATO,GET / PIX - Gerenciamento de Cobranças,12815343,27094,12742571,45678,0.394001910955023
693,ECO_UMIDO,PUT / Pix - QR Code,120,0,120,0,
693,ECO_UMIDO,PATCH / PIX - Gerenciamento de Cobranças,5,0,5,0,
693,ECO_UMIDO,GET / PIX - Gerenciamento de Cobranças,5,0,5,0,
693,ECO_UMIDO,GET / PIX - Gerenciamento de Pix recebidos /pix,17281,15854,1379,48,
694,SUL_NITIDO,GET / PIX - Gerenciamento de Pix recebidos /pix,17428,16584,800,44,
695,AURORA_DISCRETO,PATCH / PIX - Gerenciamento de Cobranças,2939,0,2912,27,
695,AURORA_DISCRETO,GET / PIX - Gerenciamento de Pix recebidos /,832141,561303,268143,2695,67.46472729351245
695,AURORA_DISCRETO,PUT / PIX - Gerenciamento de Cobranças,19452,0,19275,177,
696,CAMINHO_SIMPLES,GET / PIX - Gerenciamento de Pix recebidos /,1551788,1547071,0,4717,99.7181367847499
697,TORRE_IMPAR,GET / PIX - Gerenciamento de Pix recebidos /pix,26082,26029,0,53,
698,PORTAL_VASTO,PUT / Pix - QR Code,45,45,0,0,
699,TRILHA_LUNAR,PUT / PIX - Gerenciamento de Cobranças,13,0,13,0,
699,TRILHA_LUNAR,GET / PIX - Gerenciamento de Pix recebidos /pix,19527,15603,3879,45,
699,TRILHA_LUNAR,PATCH / PIX - Gerenciamento de Cobranças,13,13,0,0,
700,RIO_LATERAL,PUT / PIX - Gerenciamento de Cobranças,3258,0,3228,30,
700,RIO_LATERAL,GET / PIX - Gerenciamento de Cobranças,50456,110,50342,4,
701,MAR_DINAMICO,PUT / PIX - Gerenciamento de Cobranças,2,0,2,0,
701,MAR_DINAMICO,GET / PIX - Gerenciamento de Pix recebidos /,55013,54750,19,244,
702,PULSO_NOVO,GET / PIX - Gerenciamento de Pix recebidos /pix,17377,17334,0,43,
703,STREAM_ALFA,GET / PIX - Gerenciamento de Pix recebidos /pix,52696,52561,0,135,
703,STREAM_ALFA,GET / PIX - Gerenciamento de Cobranças,24,24,0,0,
703,STREAM_ALFA,PUT / PIX - Gerenciamento de Cobranças,106,106,0,0,
703,STREAM_ALFA,PATCH / PIX - Gerenciamento de Cobranças,66,66,0,0,
704,FLUXO_CONTINUO,GET / PIX - Gerenciamento de Pix recebidos /pix,352,80,272,0,
704,FLUXO_CONTINUO,PUT / PIX - Gerenciamento de Cobranças,20019,0,19965,54,
704,FLUXO_CONTINUO,PATCH / PIX - Gerenciamento de Cobranças,7989,0,7940,49,
704,FLUXO_CONTINUO,GET / PIX - Gerenciamento de Cobranças,6137,0,6127,10,
704,FLUXO_CONTINUO,GET / Pix - Consultar Pix,5975,0,5973,2,
705,TORRE_FRIO,GET / PIX - Gerenciamento de Cobranças,31880,0,31880,0,
705,TORRE_FRIO,PATCH / PIX - Gerenciamento de Cobranças,9,0,9,0,
