id_cliente,nome_cliente,% 4xx,Último Acionamento,Score,Penúltimo Mês,Mês Anterior,Mês Corrente
1688,NIMBUS_VERDE,"0,14%",2026-04-08 00:00:00,0.0,2704.0,2713,371
1690,AREIA_LINEAR,"0,04%",2026-04-08 00:00:00,0.0,18284.0,20221,370
1691,ESFERA_ANTIGO,"0,16%",2026-04-08 00:00:00,0.0,1484.0,1713,371
1708,BASE_LUNAR,"99,55%",2026-04-08 00:00:00,0.0,1189.0,1175,1177
1717,SYSTEM_CONCRETO,"0,00%",2026-04-08 00:00:00,0.0,1014.0,1235,1838
1719,FAIXA_IMPAR,"14,15%",2026-04-08 00:00:00,0.0,1127.0,1666,2004
1733,PRISMA_MULTIPLO,"41,67%",2026-03-30 00:00:00,100.0,2821.0,2432,0
1747,VALE_ALTO,"0,00%",2026-04-08 00:00:00,0.0,1043.0,1103,1031
1757,HORIZONTE_AMPL0,"0,00%",2026-04-08 00:00:00,0.0,2553.0,5429,337
1758,SEMENTE_ESTREITO,"0,00%",2026-04-08 00:00:00,0.0,1745.0,1900,1412
1763,CUME_RARE,"0,00%",2026-04-08 00:00:00,0.0,985.0,28184,34125
1770,CICLO_EXTERNO,"0,01%",2026-04-08 00:00:00,0.0,2980.0,4331,3860
1774,NIMBUS_ABERTO,"0,06%",2026-04-08 00:00:00,0.0,2947.0,3155,3053
1776,PONTE_EXTERNO,"0,03%",2026-04-08 00:00:00,0.0,190.0,1386,2009
1779,TRILHA_ALTO,"0,00%",2026-04-08 00:00:00,0.0,314.0,3017,5320
1780,CAMADA_LOCAL,"0,02%",2026-04-08 00:00:00,0.0,1761.0,1363,1808
1782,GELO_ANALOGICO,"26,75%",2026-03-30 00:00:00,100.0,3583.0,3174,0
1784,CICLO_FINO,"0,00%",2026-03-30 00:00:00,100.0,1643.0,1535,0
1789,STREAM_EXATO,"0,00%",2026-04-08 00:00:00,0.0,1111.0,3346,2371
1800,HORIZONTE_NEUTRO,"0,00%",2026-04-08 00:00:00,0.0,83624.0,102344,116642
1810,NODEX_AZUL,"0,00%",2026-04-08 00:00:00,0.0,3605.0,3047,3693
1814,SEMENTE_DIGITAL,"0,00%",2026-03-19 00:00:00,100.0,579.0,7581,0
1818,LINK_IMPAR,"0,01%",2026-04-08 00:00:00,0.0,3575.0,157497,300693
1819,OESTE_ALFA,"0,00%",2026-03-25 00:00:00,100.0,1863.0,1623,0
1823,SUL_GLOBAL,"0,04%",2026-04-08 00:00:00,64.20968178235049,7566.0,6851,51
1825,VERTICE_INTERNO,"0,00%",2026-03-24 00:00:00,100.0,1341.0,1047,0
1827,PORTAL_SECO,"0,00%",2026-04-08 00:00:00,0.0,901.0,1068,1027
1833,PLANO_ABERTO,"0,00%",2026-04-08 00:00:00,0.0,351.0,4365,7401
1836,EIXO_FRIO,"0,04%",2026-04-08 00:00:00,0.0,47786.0,48706,27234
1857,PLANO_UNICO,"0,00%",2026-04-08 00:00:00,0.0,2465.0,2565,2041
1860,DELTA_ROBUSTO,"0,06%",2026-04-08 00:00:00,0.0,1284.0,1286,2804
1863,RAIZ_FLUIDO,"0,11%",2026-04-08 00:00:00,0.0,1727.0,2220,2684
1866,LINHA_NEUTRO,"0,03%",2026-04-08 00:00:00,58.90442800913545,6556.0,5082,485
1869,ORBITA_FLUIDO,"17,68%",2026-04-08 00:00:00,0.0,3016.0,2807,3134
1873,AXIS_SERENO,"0,00%",2026-04-08 00:00:00,0.0,73.0,12658,30435
1887,TRAMA_ABSTRATO,"0,00%",2026-04-08 00:00:00,0.0,296.0,11405,11907
1891,TOPO_ESTAVEL,"0,81%",2026-04-08 00:00:00,0.0,1579.0,1844,1121
1898,PORTAL_MODERNO,"99,82%",2026-04-08 00:00:00,0.0,10980.0,12973,9662
1909,AXIS_LENTO,"0,06%",2026-04-08 00:00:00,75.90250441328425,43883.0,40029,833
1912,DELTA2_LATERAL,"0,00%",2026-04-08 00:00:00,0.0,1050.0,1108,1217
1915,CORRENTE_PRECISO,"52,23%",2026-04-08 00:00:00,3.240786198369607,9723.0,9504,9248
1921,GRADE_ANALOGICO,"0,00%",2026-04-08 00:00:00,0.0,375.0,2796,5494
1926,CAMINHO_PURO,"0,00%",2026-04-08 00:00:00,0.0,230.0,4555,2413
1928,ZONE_COMPLEXO,"0,01%",2026-03-31 00:00:00,100.0,1142.0,1028,0
1938,CORE_REMOTO,"0,00%",2026-04-08 00:00:00,0.0,322.0,8762,6836
1944,SOMBRA_FIXO,"0,00%",2026-03-09 00:00:00,100.0,4070.0,4499,0
1947,CORRENTE_ROBUSTO,"0,17%",2026-04-08 00:00:00,0.0,4087.0,4548,371
1955,ORBITA_ANTIGO,"94,39%",2026-04-08 00:00:00,0.0,8566.0,8111,8683
1960,STREAM_CURVO,"0,09%",2026-04-08 00:00:00,19.13951880284212,30741.0,30735,22874
1966,BASE_FOSCO,"2,59%",2026-04-08 00:00:00,69.84924818299505,21230.0,7052,667
1981,SINAL_DIGITAL,"0,00%",2026-04-08 00:00:00,0.0,1920.0,1928,53
1984,VERTICE_LOCAL,"97,70%",2026-04-08 00:00:00,0.0,8420.0,8331,8518
1985,CHAMA_MULTIPLO,"0,00%",2026-04-08 00:00:00,0.0,1314.0,21191,20886
1988,ZONE_LEVE,"1,33%",2026-04-08 00:00:00,0.0,2430.0,2509,5399
1992,ZONE_LINEAR,"4,71%",2026-04-08 00:00:00,0.0,1908.0,2583,759
1997,SINAL_MODERNO,"11,64%",2026-04-08 00:00:00,0.0,6657.0,4176,5917
1999,FIBRA_FINO,"0,07%",2026-03-31 00:00:00,100.0,2624.0,1680,0
2006,REDE_MODERNO,"3,04%",2026-04-08 00:00:00,0.0,2498.0,2867,3021
2007,CORRENTE_ALTO,"0,01%",2026-04-01 00:00:00,51.2973320220971,1558.0,1553,56
2035,FONTE_SUAVE,"0,07%",2026-03-30 00:00:00,100.0,23889.0,22334,0
2042,VENTO_DENSO,"2,59%",2026-04-08 00:00:00,0.0,2269.0,3518,3007
2047,SUL_ANALOGICO,"0,04%",2026-04-08 00:00:00,4.885284533575394,1790.0,1752,1628
2051,AXIS_FRIO,"0,06%",2026-03-27 00:00:00,100.0,1096.0,1054,0
2052,CAMINHO_ANTIGO,"14,95%",2026-03-30 00:00:00,100.0,1787.0,1490,0
2053,LUZ_DENSO,"0,00%",2026-03-30 00:00:00,100.0,7981.0,8201,0
